EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
,2912557.807,403982.7522,561986.376,1499117.003,1814180.861,848454.2798,77905.57963,7084.472938,1078911.937,-11185637.63,1071919.13,13099679.22,27885198.85,22981355.07,24571169.92,Aceptado
35100436.9,98745961.66,53717596.07,114589868.1,3063899.366,365814.1705,164046305.3,16183228.34,15363910.57,24155199.07,15081665.07,-3830782.65,346374430,1563611643,72298005.81,71350747.22,Aceptado
502488.608,13970806.2,36028743.25,444284.2384,1823883.024,6247766.256,36466176.16,107240.2533,7659855.757,590647.2294,13183080.74,-4197210.561,253158095.5,67478101.88,,,Aceptado
217584.7489,12663598.73,,2826829.821,2636705.135,4729669.607,13086686.29,645509.4628,2126072.924,1084755.746,8639819.629,-2125201.732,90503675.62,,18832486.01,14239579.57,Aceptado
6544847.34,35880799.14,16179896.15,2466695.839,2630163.319,-6171138.216,59350672.48,136660.7928,3888498.343,2992057.728,9925450.358,532767.0466,,164126474,83293360.69,45551140.23,Aceptado
,6892118.398,19749.23224,728681.5741,302042.1447,-10785076.33,1453359.944,214005.9482,249099.8482,484361.946,6534579.193,-3028996.34,9013155.142,25802434.05,1427913.885,,Aceptado
,1455859.781,2574677.616,104163.3529,,6603486.317,2535867.491,731971.5113,1705808.477,7629647.007,-3276664.314,-3504933.679,,4620322.683,740575.3736,1828577.732,Aceptado
,,23506228.42,101954.768,756921.9312,5960743.54,27470753.16,372094.195,,10669101.26,3434589.211,-3509336.164,98818816.01,64231106.16,13073446.12,,Aceptado
2424871.367,11855979.09,5601813.539,1187706.283,921422.543,-1384899.851,,251269.2473,550407.2229,5286570.346,-2011003.731,-658870.5706,48867284.94,,18223714.55,29872757.64,Aceptado
64634.23191,,17779703.84,96192.57007,78281.73775,8719989.363,9966593.793,,217450.0801,3069877.614,-7436296.896,-1477782.633,19955995.38,,,12558847.71,Aceptado
434523.5487,3519076.714,16532197.18,333985.2466,743391.8411,7984216.232,18437025.15,123550.7798,656635.6949,5375884.579,-8522492.051,-93570.49405,51023610.28,24638412.97,18890019.34,21291642.08,Aceptado
1074025.358,16072706.12,,2226940.967,2134146.318,2746174.718,,,718426.3027,4689495.347,3051333.23,605559.1089,,64275638.3,41081181.39,36485617.46,Aceptado
2536453.637,29707495.95,6155024.424,,,-226027.6244,,217121.0879,160132.0609,647062.3452,,552284.1047,181585496.3,62947028.81,36206205.27,45696641.23,Aceptado
343869.5093,7607304.605,4750730.239,,219411.2135,4056694.879,15294015.83,,3355215.671,3174103.496,1031340.954,-6481854.047,19577527.74,40873361.42,2109381.197,4192115.733,Aceptado
107937.8959,3057268.085,,257061.4468,289855.3396,5957515.305,,53108.28521,552166.308,491128.0652,-778707.6037,-2489324.956,,8058883.186,2948167.793,4881269.948,Aceptado
4298113.167,45298504.81,15651250.95,,,-8194684.877,19398119.76,1957292.991,,10554716.34,19208361.47,172634.1707,264861079,156869076.5,,41990737.3,Aceptado
2689168.607,,485356.8329,3629596.175,3968564.561,,4057338.321,292007.2016,3593398.421,711642.5059,13879716.14,274208.2524,,,13697415.74,10629649.36,Aceptado
,54524496.51,10147582.75,11390887.2,1447446.077,-8621891.347,57813008.63,3719805.035,13791252.11,6353003.946,23730540.93,-4815892.478,196714210.2,197852304.7,19985148.33,20822923.22,Aceptado
,,7422089.084,1046913.869,,6807558.447,15816697.08,253838.421,970649.5215,551148.0345,,-2764411.448,41250693.65,19379104.89,12513675.96,9793867.871,Aceptado
785347.6411,58544135.59,74862392.48,,605589.4383,,123885625,1495269.967,,4903467.341,23192058.31,-8245928.88,313753816.4,329982756.6,17576505.7,,Aceptado
1271763.963,1583884.216,1730039.587,64036.65281,1201429.841,-3497410.175,1301684,77000.55744,,8933398.568,,1135971.223,28876807.9,17001499.03,23815828.62,11300993.53,Aceptado
1690104.349,18267058.39,6632154.637,11372400.74,,1252978.562,32336772.38,329240.9325,1310545.052,1487223.031,,797227.8916,186977265.5,73292240.72,,36038415.5,Aceptado
40373.75835,1220668.123,704290.2886,,324816.9493,7264438.929,2370188.591,35336.26438,7314.035073,529544.7334,,529116.4149,10352278.9,6072756.567,11182714.74,11937855.91,Aceptado
592037.1997,44645209.33,14092954.53,1827405.394,,2004060.225,,328847.0013,2463224.492,702271.5144,20602123.23,-1293858.316,246339823.2,17398036.14,20912839.9,21299193.41,Aceptado
1120695.402,9134905.731,16333852.2,412940.3207,274698.6399,5091566.515,34544081.98,93574.56432,1192714.921,,-6235013.02,-2682724.501,34561584.01,88318888.42,,,Aceptado
,,306520.1308,,1390625.187,,3189391.606,72129.76742,96204.83378,192697.6874,7983616.324,1000716.301,94957639.31,7442816.062,,15477610.74,Aceptado
400358.5221,,51387.27941,1022590.774,595407.0132,-5353297.576,,,402081.7768,758467.3935,1301506.858,-856400.6367,11836095.33,12766011.9,2036149.822,5577163.77,Aceptado
274476.9736,18126084.38,,1559574.905,1163175.192,5491478.766,,335419.3978,2080960.81,1292436.611,4773964.862,-6705710.465,,432273277.7,18553522.95,,Aceptado
357795.0913,1354328.685,9892.523053,204478.5182,89573.2898,-4896881.577,,98083.6382,109316.4722,1870210.705,-5945210.507,183437.3385,3566269.178,,,,Aceptado
,1260917.147,106608.812,1327876.804,570957.8255,,2769878.289,,442623.1345,134864.893,,-3869214.171,5959056.796,42853918.18,2860276.482,3643133.835,Aceptado
5755698.717,17623746.41,344732.297,3575672.696,1153927.014,,7989255.517,795855.8999,4365679.717,,,,79979988.58,9543610.271,15233771.66,12340322.37,Aceptado
284053.7889,72903834.35,22137835.19,6562616.334,755966.8649,615592.0519,74227067.09,2231306.937,6735906.84,,26639880.6,-8627009.112,168441691.7,996455871.7,22672497.84,17908548.68,Aceptado
,,2837120.915,,374908.923,5403735.463,8482938.655,353830.8759,2196605.301,824113.0618,8745737.152,-643935.6959,53226253.21,,9509238.593,4546940.454,Aceptado
10585.66613,227181.1049,35639.24097,41737.19244,260.737727,5694142.777,282172.4145,150871.9359,255155.8082,182145.2618,,-4687268.955,209210.1056,532243.273,,96883.95755,Aceptado
4975676.062,6269787.678,7121668.61,,,-2471892.839,16548016.88,314514.5542,5990976.205,3842709.709,2649727.191,-2163916.956,86538299.04,,5901054.945,7391631.352,Aceptado
814970.0126,11743293.25,5616443.251,472894.3568,531403.8203,601194.3755,,,,7583791.861,1674862.756,-476829.961,41860962.79,43570707.98,23996757.55,22826951.18,Aceptado
109507.3529,885533.0661,19912.08173,345434.698,378218.0711,,,58870.84714,546710.9637,7246.789193,7203507.174,,14176243.62,10177426.11,756833.0597,825566.4321,Aceptado
674189.4112,12810938.07,21775145.16,120068.4101,,4071737.406,22765641.96,,2163007.992,3255441.962,4458003.71,-3505902.052,130022897.6,67429525.44,11652338.33,,Aceptado
17232991.23,59615820.52,6712305.838,,1815070.952,-9946600.904,58560158.52,2616100.424,7853733.728,,12833364.67,684976.207,195586875.5,92667009.61,58605747.31,45567289.61,Aceptado
457779.6244,19364283.92,34360187.15,1132652.681,527300.8636,7900715.808,45316571.61,527943.8529,1464065.861,3373817.298,5235968.971,-4188351.437,96662510.23,83431211.03,21658329.9,28571619.58,Aceptado
,,757861.6593,14348803.36,3236880.452,-7676336.403,9165624.488,191416.9879,,1490553.304,-1373203.126,615226.534,68845646.94,81956870.42,15560766.34,23327514.6,Aceptado
44615.08914,181369.5092,475139.8867,24316.03681,30412.85319,6041932.351,459102.9653,91257.60991,28590.25403,763552.2932,-5924348.548,-2656529.527,3254426.847,2578492.533,216472.9829,1583972.746,Aceptado
,10808499.94,36096542.74,51766.17539,258104.1257,,30341285.82,235993.5818,2016803.97,7566054.526,1665315.736,-3646533.381,84088822.98,73230730.84,22001988.5,20341734.64,Aceptado
5549380.778,,6757192.913,2794529.621,,-13607802.64,26632482.99,,14540970.32,561833.6031,37811695.38,-2945208.214,605275566.1,166558196.7,11925521.45,10642485.62,Aceptado
387656.4076,8239811.067,1557420.797,895481.9655,561874.9007,709338.7189,13327014.45,139649.8625,503329.49,808038.386,,-3800719.597,44256416.27,38033313.58,4673821.427,9346898.993,Aceptado
711957.2331,15237256.82,7777438.398,514807.4304,636774.8676,-1629003.272,21149009.63,,3699785.366,441682.1376,12364604.45,-4913794.552,,43360209.79,6676649.699,7159982.079,Sospechoso
,452914.7952,61781.3347,,221719.825,853247.2202,298903.5732,116886.057,176142.6173,943604.1694,,1193275.979,19667758.85,299763.4519,6528404.68,,Aceptado
241946.8394,6179366.708,14522090.02,,,7960272.732,25634765.44,,1189469.665,,-1681255.705,-3582718.649,57675277.49,76804339.49,13748948.7,16424204.63,Aceptado
,,7305406.481,551645.4607,271430.2144,7091947.28,13941349.79,,,7197959.187,-4571001.977,4279.068835,,10572045.5,17538394.35,18174649.87,Aceptado
728550.2984,5911946.411,,1989466.721,1923186.083,-704064.1552,,69007.75622,919872.4981,79999.52004,3967642.945,-5132885.575,62923607.23,154680978.7,3063291.443,8982349.446,Aceptado
4243711.918,24314932.52,12576008.52,,5065409.717,986297.3139,41844637.97,1627633.283,8960724.396,9790942.897,6287866.811,-1210882.967,220823146.1,229483922.4,24997662.15,22195472.28,Aceptado
263150.7549,36592412.24,10605004.77,,,3536853.077,43240924.15,553405.3302,5316496.871,,14698071.83,-4585379.396,164460058.1,85026107.76,20647922.05,,Aceptado
,37274747.62,,2661418.058,865708.8106,,66243015.95,,1710089.454,6815312.581,,-907370.7169,116349945.1,75969669.02,56600605.62,39890246.54,Aceptado
130605.817,4676349.498,66552.08746,1849745.247,193132.7843,-3725457.669,,137031.4919,103645.6007,11256.36685,3952591.576,-4597197.826,7144903.129,,4396290.554,6471202.236,Aceptado
141185.1027,1585206.392,8535490.508,297901.2746,703277.5004,8280786.578,12874723.44,48483.21523,287503.2344,2350833.85,,-658443.8825,20953258.5,44351973.62,30417192.42,,Aceptado
1261500.188,,1857932.794,3814499.786,643074.4647,-10793110.16,32396289.98,298667.6426,11835833.49,540286.5815,,,82782584.47,130753639.4,11080565.89,5848812.128,Sospechoso
,21466791.63,3383984.266,846169.5713,333333.8746,,21052859,,2595938.829,1337146.772,15454023.05,-4010939.244,62952550.92,32594899.28,8077530.628,11765886.12,Sospechoso
662317.4539,27442512.53,15067295.76,430268.4641,,437842.4583,31465333.86,742565.338,1074750.368,3147576.122,15814429.33,-3839462.572,119604816,89612247.55,19889268.94,27980882.74,Sospechoso
,7301519.786,,,283810.8706,-5672173.18,8883396.84,,848117.3367,30537.23662,9697898.189,-3384038.761,52979649.45,13172538.2,8802336.288,3855773.085,Sospechoso
59454048.48,37792758.55,833045.8815,34302967.95,5715096.519,-13981050.15,23072308.71,289243.6996,576031.01,6907940.728,2321795.203,1208559.377,221094497.6,146857440.6,71970971.56,70554016.7,Aceptado
3449598.629,,5807261.513,10828806.71,2666342.983,-1411562.765,33426550.21,239426.8963,,3613099.825,,-759953.4846,107579479.9,180449773.1,27408580.02,,Aceptado
,2279239.457,,,,-366665.0507,2231305.558,74840.22948,157142.0786,225100.2293,-1807830.023,,12531085.59,6681558.125,1483802.516,5088205.763,Aceptado
904303.95,12252333.26,9991952.843,1008300.936,,804667.159,20601350.84,207759.7592,2700838.882,1217749.925,9989092.988,-3676048.01,152349263.5,,8743898.17,13306743.11,Sospechoso
151583.8894,,1128220.215,168135.4058,1884226.713,2498517.213,1053360.513,109912.3667,239574.1061,652293.5279,4542927.876,980666.5046,77241304.59,5421611.685,8003689.599,,Aceptado
219817.4497,3889902.73,,,9908.306566,1411679.277,6018389.15,157247.2524,1083201.852,2811474.776,,-2691577.049,5236433.917,2838600.426,1327619.221,3554437.866,Aceptado
603052.3818,22596920.48,5092938.155,,650816.0703,-3957535.276,23297477.64,709689.8744,3355923.133,3799040.792,19525772.53,-2428733.108,148255901.7,26509301.59,11889632.96,12395305.48,Sospechoso
875283.6829,,7719818.471,,2131292.022,,13663066.24,283034.4154,,2965689.717,5607116.551,-1320160.072,121672512.4,,18789838.29,14758610.28,Aceptado
114157.1063,3304999.772,13457135.46,,,8477134.677,17919574.9,156252.6349,1903227.946,3311559.636,-6628886.237,-3585009.123,26992967.59,45713112.45,8453482.199,9615273.226,Aceptado
194282.0476,,40724796.53,473391.1162,234309.7201,8580829.972,43076650.99,391380.6749,7307709.133,3488433.227,4795762.523,-5406277.661,84950054.05,19963942.7,11872484.6,8148270.783,Aceptado
241226.0076,119738.8699,,310468.4246,199390.047,,397177.5987,36450.35964,42754.20869,,-22056342.05,,916865.9242,,1695738.215,3526705.925,Aceptado
1997836.946,12423940.5,,1145159.421,1473898.154,-7596422.329,7644300.639,445489.4718,3884895.053,2269717.141,13422086.01,-1705908.947,97818610.79,31090606.41,4014935.608,7350547.052,Aceptado
,9892195.362,3185879.707,,1303638.693,685158.8338,8696755.538,905821.5268,1340104.103,4008916.945,,,82623379.64,16385248.23,15517183.52,14930780.47,Aceptado
113462.7303,5520490.474,9142391.294,250905.5508,2578345.339,5794793.63,,,146693.8064,94908.74674,,-1138479.524,131636382.4,110364932.1,28288451.98,,Aceptado
437756.433,1567976.735,286027.2565,,161112.9954,-659149.8009,1172828.942,120403.924,674880.362,3444784.089,-9147241.282,-365935.6195,3739418.702,6201086.266,2318592.672,3779234.437,Aceptado
296732.4124,2594011.988,441420.0139,362678.0831,1987153.08,-3885000.26,,,169554.7006,275019.3081,7086218.397,,,23678279.93,6452223.857,9963459.643,Aceptado
673666.9448,15611160.84,3343087.014,1857642.689,1392930.642,,15542961.75,400158.2631,120033.0163,3385095.561,-453109.3032,-94871.18877,63042693.66,90047254.26,28648743.09,35982059.83,Aceptado
158207.527,9674580.638,36546869.63,155619.4053,475357.6055,8303538.578,29676211,,2479607.086,2835574.213,6623015.048,,114056995.4,29918311.3,17257890.14,14127356.79,Aceptado
443340.375,,1199123.699,1094810.105,163777.2912,2259888.83,6731690.175,188303.8213,,,-3748389.283,-564688.9521,9732688.581,10152992,12203508.89,9838090.448,Aceptado
544529.9672,2159373.352,130709.9288,1998573.142,2894347.307,-4010956.126,3940254.676,50529.81518,,129499.5814,1949064.255,256025.33,78635019.73,15261691.98,5238607.25,4477359.93,Aceptado
628772.9249,,1461088.157,1018789.696,269054.2466,-1967908.188,12234371.11,,,1682142.163,1622031.53,-3919292.93,19310796.49,25972450.18,5011706.963,4917204.967,Sospechoso
149204.193,29958538.8,15079732.64,152291.4567,28653.34606,4669130.05,51940457.67,156108.6199,2395048.322,2353258.768,8631202.94,-5428547.937,63420937.73,29931307.54,26614277.95,15913378.21,Aceptado
540211.7219,,3469386.821,625301.2865,,3045893.763,8762211.642,199324.4031,438259.6433,1199677.421,6494075.234,-1162345.8,109176531,24893539.07,2921564.221,,Aceptado
146705.0107,15796443.15,44376267.69,900531.7246,,8806372.187,,652211.0503,2042863.045,,506646.3188,-5854045.666,58084113.64,54572315.39,,21537929.98,Aceptado
10999891.13,65804940.63,20794525.61,,,-9796965.721,90297851.39,244098.4305,16838565.7,872863.5919,22294887.76,-7948828.776,,1137590877,12725976.09,18695556.17,Aceptado
1612512.776,,1541758.296,,,,,683492.4296,4447579.139,3968514.207,4294594.697,-39099.0962,34113730.75,3768536.183,1829263.589,,Aceptado
22012489.01,61381118.25,70637637.72,10023142.1,,188950.5338,,1822623.655,19753422.03,14917709.24,11711958.12,-4528046.914,383858427.1,3322770372,,49837330.51,Aceptado
203650.413,212595.3348,,191429.1448,613654.0608,-8175996.742,16308.27444,33805.18444,283.659005,21622.94603,-4661273.628,1045482.901,5897159.478,3755214.006,1832948.218,,Aceptado
662717.7158,8488840.926,,886252.5662,232760.1903,3087723.065,12850681.9,293571.6933,2482251.282,,885607.8008,-1511127.397,29137354.2,14128320.26,12170420.1,10198518.76,Aceptado
549185.2699,3378518.976,5659300.025,204904.5997,187500.243,3342133.79,,672871.0391,3553076.525,5370532.866,4860854.197,,24961760,,1847152.229,3298366.393,Aceptado
346724.7507,,,1783638.388,618676.7056,7579092.613,36414951.38,100521.8843,,,151680.6774,-3397661.105,77831416.67,70694731.19,25284034.63,25692174.28,Aceptado
382070.4766,601866.2349,5768.328488,68952.10437,509088.6442,-10300828.13,104337.4351,110053.4837,533925.5495,,-3344022.605,-52430.79754,4634155.05,8789520.612,767733.5211,1439137.433,Aceptado
,23968747.2,21783154.72,,877819.782,,50812785.32,1086981.089,1135953.797,3873958.66,2652625.727,-816128.9088,98661015.28,123618890.7,56426297.07,50662511.43,Aceptado
1990495.826,,51794699.36,12815918.12,815301.9776,4304743.032,131102557.6,4279687.821,9613545.291,4202731.44,19138155.19,-6562871.751,275607401.7,478440344.3,69462712.87,41219052.6,Aceptado
1003154.777,57474626.17,16930191.44,2068412.231,1678037.132,-2910463.306,50742339.27,620320.4103,5981137.419,1255976.236,23603180.42,-6245894.533,271737458.8,238651063.1,16092739.88,18971116.19,Aceptado
,48223534.41,,3153563.087,,7987238.889,165744740.6,330784.0077,13977687.15,3649791.076,11227927.77,-6901465.299,455027724.5,,64051365.65,39781895.28,Aceptado
2085631.687,985211.0546,3387194.769,105314.1197,1670702.52,,1729194.041,237452.4248,81022.54071,,,886538.6512,,57676209.89,,21445081.79,Aceptado
309974.3002,9239023.129,18945088.34,441674.5271,758718.6081,6733875.499,20424128.16,332181.395,737588.2075,2167109.15,,-3666218.697,,107870402.9,19393465.78,20776969.44,Aceptado
,74408433.96,30059584.46,,6367136.851,,145551904.3,2392801.144,32738131.5,10313085.55,20314931.81,-5531911.293,,3226084999,,34826356.03,Aceptado
3260908.426,,9335654.147,15541484.63,3150328.514,-4323173.521,43756678.11,446139.5282,,1325482.81,,,199570726.6,342074336.3,28643573.28,32834587.99,Aceptado
92137.87599,3186514.189,,162359.6384,1311452.451,,13084305.82,,1286901.271,1389497.132,667.065461,,,108803744.1,23853975.21,10929842.9,Aceptado
275475.5927,10085057.05,,110307.0007,627949.9873,5608205.638,9274492.99,226068.8491,991089.8175,597270.6056,,-3069791.932,130372761.8,,8044237.515,11878266.58,Aceptado
124101.7783,845.108356,3.214883,195555.0979,503047.5225,-6896162.061,3103.822547,20195.65277,102525.0294,33791.89932,-11880910.9,727358.6943,672578.3086,978226.7436,47257.97492,,Aceptado
5017323.306,39243777.18,36402811.67,707972.8776,870439.098,2370309.577,50696304.99,697193.2014,552523.3057,12616137.36,4970965.942,573929.2135,212085796.6,97432378.6,67408882.13,69500568.09,Aceptado
2690749.963,69892633.33,,32196542.56,4418354.295,4773722.976,113112242.2,3873443.866,,3086501.377,25856713.74,-8304398.764,406175299.3,1807585186,18459398.63,19284510.7,Aceptado
771453.9218,,4680606.721,550456.2498,,1160510.055,8970219.576,271986.373,2440541.086,3221066.646,2966697.081,-1946125.105,,30008242.51,6008042,8345799.861,Aceptado
395729.5383,14479221.16,2924879.084,381558.7641,1388690.01,-6575527.902,6831713.997,497689.9199,377078.9041,327133.0711,18461794.31,-1505155.171,,73177359.55,20794061.1,18584997.69,Aceptado
291267.1782,10127974.87,17305008.86,,1831714.661,,14112035.15,109402.2969,266157.5994,,9788213.12,16100.69425,228066808.4,,36300240.31,29579176.47,Aceptado
207071.2533,5761914.422,14323475.53,627104.2302,,7957381.252,15094621.45,172342.8923,1293997.074,1588817.933,-3118789.912,-3411519.305,21620547.45,21128912,9247145.453,11229273.46,Aceptado
324107.3363,9321984.625,,565196.0691,3598092.537,7466371.856,21366439.63,136590.9049,,,-2105136.796,-1725193.095,133492575.8,227456263.3,29851948.1,,Aceptado
,11208069.76,15388293.77,169004.9653,17187.76642,4794500.453,20153611.36,670625.9847,3347617.861,,22270781.16,-7103545.413,63090454.93,8006703.42,2385699.81,3974188.416,Aceptado
,9967037.118,8363821.599,,3683558.085,1476034.663,16843198.39,413369.5578,1500383.143,1801335.715,6371839.907,-1518313.908,135650245.7,252608199.8,26356581.9,22173238.86,Aceptado
273678.52,2087171.377,,89487.63888,1386527.131,5955236.07,3556635.447,136562.9093,,4638159.83,-6000842.366,904110.8702,43448027.19,31533962.37,27878669.92,22855950.57,Aceptado
715454.3248,17150316.55,85293077.22,712868.6505,,,66923812.28,213955.8417,,1362494.692,5721273.854,-6528661.204,235583009.4,,,,Aceptado
902872.2441,15711932.01,8059784.406,,1479025.123,2326950.372,,586642.7098,2639721.757,1597774.986,7770592.907,,98475582.85,77458037.15,23348358.22,19415435.25,Aceptado
173643.5754,6760700.379,4970966.039,855659.5313,666160.1301,,14251907.91,,6065880.75,2415.833701,18871091.15,-7981414.045,85077081.06,52574289.65,,1085373.401,Aceptado
117139.6775,13755721.62,14669357.56,142914.5407,220019.9068,5328981.509,25769956.86,264934.7717,2708154.62,1288098.378,9536490.081,-6527926.107,67746665.98,59137855.43,,8037553.13,Aceptado
527409.753,13230339.48,17581989.23,927865.8528,727636.2823,,33543992.13,471448.8781,965517.8599,,-11550833.93,-1589543.261,34283021.91,87263199.79,21438756.74,30411432.6,Aceptado
261190.8003,,242393.4236,,418791.06,-7934784.554,1801978.666,,889815.577,,,-616321.8869,35384135.08,,,,Aceptado
431874.906,6403428.872,4245719.323,,660420.2103,,13393876.51,,1122726.481,1440344.712,2907277.019,-3385053.558,35563401.57,,,9609186.919,Aceptado
9189.210686,5739.420328,5473.441541,11878.37034,10906.7022,6984949.613,62307.88937,45604.42569,1234.540567,959957.185,-15060364.47,858828.8984,322913.0557,356675.7821,1060411.022,1348651.999,Aceptado
,1668735.855,1046488.643,,553895.9802,4697194.519,3757759.679,,,2656.73677,4585834.954,,,21661926.92,,1844056.119,Aceptado
5656873.196,22044193.98,31542203.03,800000.2378,1253363.814,793037.5769,27344393.85,1637174.926,4969275.682,18817599.54,1836211.183,-16887.03049,,175178631.2,55201882.67,,Aceptado
3175383.192,18340810.37,2503788.542,2366995.201,,-10662329.47,25135711.97,131227.2914,3849888.338,213311.4622,16928981.42,-2843741.451,195453409.9,67686352.41,12382707.44,11275725.71,Aceptado
,13350194.14,733305.3561,2139627.721,,-4163172.132,8125995.048,244178.0405,633688.681,860890.6279,7465641.978,304510.1171,93195843.83,17832025.35,14025212.6,14343949.6,Aceptado
1186008.955,54391167.77,12815844.82,31346487.89,1395467.827,586479.2047,74378396.23,1559623.331,,633057.5452,19141325.85,-6451877.132,195268713.3,274551763.1,25516611.81,26858935.62,Aceptado
210456.4611,26267151.77,9732913.305,7530222.327,,,48237669.1,1128666.139,545414.8273,1631168.882,8646255.493,,68544223.84,108509216.9,23897370.36,32482658.02,Aceptado
69746.41921,,13475342.17,36645.76237,319820.0938,5242056.088,16382922.22,216811.584,844356.7036,1425947.851,11866330.67,-3947426.623,95643573.7,35787113.86,16216107.15,11917150.33,Aceptado
2357261.646,91821293.58,29498323.36,15852940.58,3332679.389,-2579045.256,85646172.87,1967646.977,5365283.784,1319916.655,29465094.77,,486717392.7,484493829.9,55560851.48,47736082.52,Aceptado
,27827299.86,19914765.81,787140.7715,232643.4418,7917274.408,,868488.2594,1172947.932,,15979579.01,-4768361.84,144188674.7,33953578.98,29129065.92,26424472.69,Aceptado
1515033.262,19622838.04,8582265.529,,1889949.468,,29598907.79,259607.8218,1952041.476,1865882.902,6964353.837,-1065210.876,161132662.9,74652728.78,24688387.45,23106915.35,Aceptado
50537.92368,,87234.20053,19175.47952,249134.8771,2851593.781,95244.91669,48922.4506,,377170.2238,-305686.9703,-326327.9266,10120331.1,955761.1987,,214048.338,Aceptado
1196033.139,25796485.86,,912291.03,1046018.32,256868.5118,33720844.75,748821.0172,12870499.45,6322408.501,14038128.94,-6014778.815,,86646320.43,5049046.121,6930871.34,Aceptado
329901.5756,,441862.4001,25104194.3,2481793.796,-4025051.31,29485581.57,237112.0099,616879.0587,10904.29162,,-1060794.26,188578113.5,38783294.47,24451555.99,20812694.33,Aceptado
69912.07507,330304.3109,794768.2972,,919214.0488,687227.4717,840994.4377,73101.11514,1245239.62,3672.891563,12335288.14,-5195088.282,51248828.4,10996305.6,244904.1898,276924.5712,Aceptado
88570.39097,1101789.619,,106206.5401,,7541059.84,2786031.166,135085.3274,574960.4427,2593901.206,-5731858.191,-191582.8689,22854580.7,17854257.2,,8506567.988,Aceptado
,,1833292.365,49434.42628,69097.14987,,1964930.963,76563.10424,67386.52813,889930.8671,-754977.2185,684534.4084,22974125.6,982486.529,5348257.645,,Aceptado
109267.005,9627770.007,3772847.402,,280919.4029,,14779865.63,269706.2501,,2227360.674,4781077.751,-3491750.54,31076609.13,28484591.68,9220595.248,11694194.98,Aceptado
68794.90336,9103267.205,6595429.311,529122.0092,1482415.532,6999165.205,21829605.08,94303.77357,238087.9976,312018.8331,4038298.918,,88471046.93,106626472,9661029.485,15589026.31,Aceptado
171605.9846,12274703.74,6462991.265,1027893.804,295862.1327,5319941.69,17428002.41,483531.3529,2513324.483,,16120209.5,-6106996.025,,,1359632.477,,Aceptado
890466.8812,19979596.73,8247301.722,454686.0751,705465.714,696690.6451,34677959.49,263360.0779,1195798.793,6454349.896,7612362.273,613603.3823,,22044160.38,42145663.58,32574156.01,Aceptado
693247.2403,,25056374.67,692316.027,,7792615.457,,369304.176,1266833.285,8214907.81,-3709679.382,-489252.0473,56403724.21,,,29373368.43,Aceptado
367701.5866,6022698.136,13442880.84,,589218.1797,5374963.302,,,2198271.031,1577552.306,2612221.142,,78343281.87,30823865.04,9665510.172,9620907.008,Aceptado
195557.1184,,,437048.7391,118368.1961,2578402.626,5086747.934,78428.66266,43218.59478,,-10500967.02,-347257.8219,6550552.226,7364981.464,6629862.83,9931335.508,Aceptado
185628.0231,6662342.188,2272656.189,147529.9692,351334.2308,-1460860.213,,143437.8866,948653.7762,365120.2398,9327798.665,-2008109.365,36454088.57,14378520.69,6853589.735,5697342.302,Aceptado
37207.62997,1485673.08,1847005.763,,1137837.959,7522547.81,3107192.41,102653.4098,221209.8364,,-7467093.464,-1328294.838,23793650.37,,,5639423.568,Aceptado
3253933.453,31193175.79,17875364.78,,437388.4271,2021471.599,,489915.2377,4474137.141,4918479.172,687438.2673,-5641208.756,45073952.29,216071648.8,16237346.02,,Aceptado
3168470.138,,,1013586.89,3103623.504,86418.56512,,787494.6583,9472344.625,7262391.168,6169977.646,-3195229.574,136596068.1,393572035.7,20224607.11,15801019.75,Aceptado
291176.3038,2596553.463,5823070.73,147721.6635,3869.282911,5567553.369,19233437.32,79519.27681,3224799.25,2106095.608,-5129463.419,-5499434.409,,,,2715281.906,Aceptado
322766.3603,3526566.695,1846115.423,539751.2704,332861.5092,870932.0308,11840146.74,44037.54936,625700.7813,99574.68651,1294803.902,-3299253.54,37644528,22564353.41,6846554.281,7075622.778,Aceptado
644727.5416,6328569.079,,1562671.872,502742.4197,-609975.1839,14845572.12,298647.1556,1166058.053,1934865.073,1154274.588,-2286562.006,27235230.48,45950692.12,13133024.6,13272886.73,Aceptado
5316243.635,6205441.615,946887.1195,86792.62471,,-11853559.51,1192378.75,176692.2383,148904.7428,7737497.172,6959977.667,1212577.868,165976219.2,7869259.351,20455148.5,28025222.1,Aceptado
,2015367.778,4015124.029,187076.8626,290333.2587,3751370.752,4605740.037,506274.0522,,10136279.85,-4254923.325,-4560292.587,8923862.286,27393770.09,552267.1883,3169490.532,Aceptado
116659.224,4028940.721,1269312.732,1826001.416,,5179847.578,7085099.728,476046.1443,446888.531,1097893.727,-4035634.724,,8917459.503,41017197.95,14240631.46,10647817.23,Aceptado
227995.2265,2321747.781,,1038549.433,715269.4248,3033317.78,5221705.255,,173838.1208,1411460.497,-10348411.38,-2125181.838,7537117.831,59822561.35,7376381.199,11309410.77,Aceptado
